,acchr,dayofweek,accmon,accday,num
5335,22,1,2,13,1
5336,19,5,4,14,1
5338,22,5,5,12,1
5339,23,6,3,18,1
5345,12,7,5,28,1
5346,8,1,5,29,1
5347,11,7,5,21,1
5348,21,5,6,9,1
5349,20,1,6,5,1
5350,13,2,6,6,1
5351,22,1,6,12,1
5352,12,4,6,15,1
5360,99,2,7,18,1
5370,20,6,8,5,1
5371,18,7,8,6,1
5372,14,5,6,23,1
5374,3,4,7,27,1
5380,17,5,2,17,1
5381,10,6,8,12,1
5390,2,1,10,16,1
5392,18,5,9,15,1
5393,16,3,9,20,1
5394,1,7,9,24,1
5395,22,5,10,13,1
5399,12,7,10,1,1
5400,2,6,9,16,1
5406,22,6,10,28,1
5422,22,6,11,11,1
5423,23,2,11,14,1
5424,13,5,11,17,1
5425,1,7,11,19,1
5428,14,7,12,10,1
5429,15,1,12,11,1
5431,4,3,12,20,1
5432,11,2,11,28,1
5435,4,4,11,23,1
5437,8,2,12,5,1
5442,12,3,12,20,1
5444,13,3,12,6,1
5445,11,3,11,29,1
5477,3,1,6,19,1
5478,13,3,7,19,1
5479,22,3,7,26,1
5480,8,4,8,31,1
5484,23,7,4,2,1
5486,9,4,11,23,1
5487,22,6,7,15,1
5489,14,2,8,8,1
5493,16,1,1,9,1
5497,13,6,1,28,1
5504,23,4,1,26,1
5508,14,1,4,3,1
5518,20,5,5,12,1
5521,20,4,5,11,1
5526,16,7,3,12,1
5530,14,1,5,22,1
5533,4,3,4,19,1
5538,13,3,3,8,1
5545,13,1,7,24,1
5546,17,7,5,14,1
5549,12,4,7,20,1
5552,7,7,9,3,1
5568,12,6,11,25,1
5583,22,5,1,6,1
5586,14,1,2,6,1
5592,22,5,3,31,1
5593,3,5,4,7,1
5598,3,1,5,22,1
5600,14,3,5,3,1
5609,14,3,8,9,1
5611,2,4,8,3,1
5615,8,7,10,1,1
5616,7,1,10,23,1
5617,13,7,10,29,1
5620,2,2,11,14,1
5623,4,6,12,9,1
5628,17,4,7,27,1
5629,9,3,8,9,1
5640,16,4,1,12,1
5641,6,2,1,3,1
5642,16,4,1,12,1
5652,12,3,2,15,1
5656,14,6,5,20,1
5657,0,1,5,22,1
5659,16,5,5,19,1
5660,17,3,6,7,1
5661,4,4,6,8,1
5663,12,4,6,29,1
5664,18,4,6,29,1
5667,7,2,8,8,1
5669,3,5,8,4,1
5670,7,7,8,13,1
5671,12,1,7,31,1
5674,16,3,6,28,1
5675,4,3,9,13,1
5676,21,6,8,26,1
5677,18,7,8,27,1
5678,16,2,9,12,1
5685,4,7,10,22,1
5687,4,2,11,7,1
5689,13,6,12,23,1
5767,16,5,1,20,1
5770,17,5,2,10,1
5775,1,7,2,26,1
5786,16,2,5,23,1
5793,16,7,6,4,1
5795,13,7,6,11,1
5796,17,7,6,25,1
5797,17,6,7,8,1
5798,20,1,7,31,1
5804,12,5,9,1,1
5807,5,3,9,13,1
5814,15,7,10,8,1
5815,16,2,10,10,1
5818,19,3,10,11,1
5822,10,5,12,8,1
5823,0,1,12,18,1
5830,14,3,2,8,1
5836,6,6,3,25,1
5846,16,3,5,10,1
5847,21,5,6,9,1
5848,16,7,6,18,1
5849,21,2,6,27,1
5851,21,4,4,20,1
5855,7,7,7,30,1
5861,19,2,11,14,1
5864,16,5,11,24,1
5867,23,2,11,21,1
5873,12,3,3,29,1
5876,3,7,10,29,1
5877,18,7,10,15,1
5879,22,6,11,4,1
5880,13,2,12,26,1
5881,22,6,1,7,1
5886,14,6,6,3,1
5890,0,3,7,19,1
5892,13,4,7,13,1
5898,1,6,11,4,1
5900,21,7,9,24,1
5902,8,7,10,1,1
5906,17,5,5,26,1
5907,12,2,4,25,1
5910,14,2,9,19,1
5911,13,6,4,29,1
5915,13,3,12,27,1
5916,6,1,5,29,1
5917,12,4,6,1,1
5918,6,3,10,25,1
5938,9,1,7,3,1
5966,18,5,2,3,1
5969,16,4,4,13,1
5970,4,2,4,18,1
5981,5,3,12,6,1
6003,5,3,4,5,1
6007,13,4,4,13,1
6009,8,2,5,16,1
6011,11,7,5,21,1
6018,18,6,7,8,1
6024,16,3,7,26,1
6025,1,2,8,15,1
6026,14,6,8,12,1
6028,21,5,9,1,1
6032,9,1,10,16,1
6035,4,4,9,28,1
6037,14,3,10,18,1
6038,19,5,10,27,1
6040,12,2,10,10,1
6042,7,7,10,8,1
6093,16,1,7,10,1
6144,18,1,3,13,1
6145,8,6,3,18,1
6147,7,7,4,23,1
6149,7,2,5,2,1
6150,5,4,5,25,1
6151,16,4,6,15,1
6152,10,5,6,9,1
6157,18,4,10,5,1
6159,11,7,11,26,1
6162,12,6,12,30,1
6163,21,2,8,22,1
6164,20,3,11,8,1
6165,12,5,8,4,1
6171,14,3,2,22,1
6178,17,3,4,26,1
6180,19,4,5,25,1
6183,16,2,6,13,1
6184,10,5,5,12,1
6186,22,3,6,7,1
6191,22,3,6,7,1
6196,17,2,7,11,1
6203,11,1,7,10,1
6205,13,7,7,30,1
6206,4,7,8,6,1
6207,17,1,8,7,1
6214,16,2,8,22,1
6217,9,1,9,18,1
6225,8,5,9,1,1
6233,6,1,5,8,1
6238,5,7,1,1,1
6247,8,2,3,21,1
6250,16,3,4,12,1
6257,21,7,5,21,1
6258,19,2,6,13,1
6259,6,4,6,15,1
6262,22,7,7,2,1
6263,3,7,7,30,1
6264,11,3,7,19,1
6265,11,4,7,20,1
6266,15,5,7,14,1
6270,7,3,8,30,1
6271,3,6,8,12,1
6276,15,7,10,15,1
6277,18,4,10,19,1
6290,17,2,8,8,1
6307,16,5,3,3,1
6313,14,3,3,29,1
6321,15,1,5,29,1
6323,23,7,6,11,1
6330,0,7,6,11,1
6332,11,6,8,5,1
6335,9,5,8,25,1
6355,7,7,12,17,1
6367,1,7,4,16,1
6374,8,6,7,15,1
6379,15,6,10,7,1
6385,5,2,11,21,1
6393,13,7,6,25,1
6394,12,5,6,30,1
6395,19,4,8,3,1
6406,7,7,2,26,1
6410,12,3,1,25,1
